DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
171227,171227,,Transmission,Mk10,TAT,04:00:00 22-May-2017,1.000000,4,0,,,,14,100,0,0,0,0,0,0,0,0,0,0,0,0,73.5,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,06:00:00 22-May-2017,1.000000,2,0,,,,14,100,0,0,0,0,0,0,0,0,4.2,72.7,7.5,2.3,7.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,12:00:00 22-May-2017,1.000000,3,0,,,,14,100,0,0,0,0,0,0,0,0,2.1,97.5,0.4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,00:00:00 23-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,0.8,98.3,0.4,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,06:00:00 23-May-2017,1.000000,2,0,,,,14,100,0,0,0,0,0,0,0,0,14.2,79.0,6.5,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,12:00:00 23-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,18:00:00 23-May-2017,1.000000,3,0,,,,14,100,0,0,0,0,0,0,0,0,0.4,99.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,18:00:00 25-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,0.4,99.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,00:00:00 26-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,1.3,98.3,0.4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,18:00:00 27-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,3.8,96.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,00:00:00 28-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,0.4,99.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,18:00:00 28-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,0.4,99.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,00:00:00 29-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,6.3,93.7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,00:00:00 30-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,0,98.3,1.2,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,12:00:00 30-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,0,63.3,32.2,4.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171227,171227,,Transmission,Mk10,TAT,18:00:00 30-May-2017,1.000000,1,0,,,,14,100,0,0,0,0,0,0,0,0,0.4,99.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
