DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
171229,171229,,Mk10,12:00:00 09-May-2017,,,,0.000000,0.000000,Status,,,
171229,171229,,Mk10,18:00:00 09-May-2017,,,,0.000000,0.000000,Status,,,
171229,171229,,Mk10,06:00:00 22-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,12:00:00 22-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,18:00:00 22-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,06:00:00 24-May-2017,,,,0.000000,0.000000,Status,,,
171229,171229,,Mk10,12:00:00 24-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,18:00:00 24-May-2017,,,,0.000000,0.000000,Status,,,
171229,171229,,Mk10,18:00:00 26-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,06:00:00 27-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,18:00:00 27-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,00:00:00 29-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,06:00:00 29-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,18:00:00 29-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,12:00:00 30-May-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,18:00:00 31-May-2017,,,,0.000000,0.000000,Status,,,
171229,171229,,Mk10,18:00:00 01-Jun-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,06:00:00 03-Jun-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,18:00:00 03-Jun-2017,,,,0.000000,0.000000,Fast-GPS,,,
171229,171229,,Mk10,18:00:00 04-Jun-2017,,,,0.000000,0.000000,Fast-GPS,,,
