DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error Radius,Error Semi-Major Axis,Error Semi-Minor Axis,Error Ellipse Orientation,Offset,Offset Orientation,GPE MSD,GPE U,Count,Comment
234080,234080,Mk10,13:10:48 15-Aug-2023,Argos,1,13.6040,144.9443,541,896,325,101,,,,,,
234080,234080,Mk10,13:15:24 15-Aug-2023,Argos,2,13.5937,144.9084,485,1030,228,114,,,,,,
234080,234080,Mk10,18:22:30 15-Aug-2023,Argos,0,13.5971,144.9174,1917,8423,436,127,,,,,,
234080,234080,Mk10,19:01:12 15-Aug-2023,Argos,B,13.6043,144.9008,1722,3427,865,136,,,,,,
234080,234080,Mk10,20:01:12 15-Aug-2023,Argos,B,13.6086,144.8932,1704,54199,53,82,,,,,,
234080,234080,Mk10,20:36:07 15-Aug-2023,Argos,B,13.6134,144.8959,1407,2938,673,88,,,,,,
234080,234080,Mk10,20:46:25 15-Aug-2023,Argos,B,13.6126,144.8924,1558,2921,830,84,,,,,,
234080,234080,Mk10,21:14:30 15-Aug-2023,Argos,B,13.6136,144.8909,1434,2311,890,76,,,,,,
234080,234080,Mk10,22:00:33 15-Aug-2023,Argos,3,13.6356,144.8867,150,252,88,30,,,,,,
234080,234080,Mk10,22:42:18 15-Aug-2023,Argos,B,13.6436,144.8823,1910,2019,1806,79,,,,,,
234080,234080,Mk10,22:53:24 15-Aug-2023,Argos,B,13.6420,144.8832,2250,2629,1926,152,,,,,,
234080,234080,Mk10,13:05:00.557000 15-Aug-2023,FastGPS,4,13.6010,144.9203,,,,,,,,,,
234080,234080,Mk10,13:15:02.238000 15-Aug-2023,FastGPS,4,13.6043,144.9227,,,,,,,,,,
234080,234080,Mk10,13:16:01.700000 15-Aug-2023,FastGPS,4,13.6020,144.9213,,,,,,,,,,
234080,234080,Mk10,14:07:20.862000 15-Aug-2023,FastGPS,6,13.6020,144.9204,,,,,,,,,,
234080,234080,Mk10,00:09:54 16-Aug-2023,Argos,B,13.6540,144.8755,3143,3574,2764,109,,,,,,
234080,234080,Mk10,14:10:01.905000 15-Aug-2023,FastGPS,6,13.6027,144.9206,,,,,,,,,,
234080,234080,Mk10,00:21:43 16-Aug-2023,Argos,B,13.6523,144.8778,1246,36939,42,104,,,,,,
234080,234080,Mk10,01:35:06 16-Aug-2023,Argos,B,13.6648,144.8698,1671,3383,825,105,,,,,,
234080,234080,Mk10,16:13:42.888208 15-Aug-2023,FastGPS,4,13.6045,144.9187,,,,,,,,,,
